id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2017-1109;Sarah Marx;367;2347;2017-12-20;2017-12-20
2020-139;Matthieu MARES-SAVELLI;665;1020;2020-03-04;2020-03-04
2017-905;Marie Monge;335;4953;2017-11-07;2017-11-07
2020-143;Pascal Elbé;612;3632;2020-02-26;2020-02-26
2017-1162;Franck Dubosc;785;1765;2017-05-23;2017-05-24
2020-178;Marie Noëlle Sehr;288;3135;2020-03-03;2020-03-03
2017-1229;ALEXANDRA LECLERE;271;4892;2017-05-26;2017-05-26
2020-196;IGOR GOTESMAN;242;2374;2020-05-20;2020-05-20
2017-1027;;598;3739;2017-11-22;2017-11-22
2016-1503;LEA MAZER;594;3078;2016-04-12;2016-04-12
2017-1036;;598;4226;2017-11-25;2017-11-25
2016-1505;ARNAUD MALHERBE;127;4023;2016-06-22;2016-06-22
2017-1054;NICOLAS SAADA;758;1374;2017-11-21;2017-11-21
2016-1566;ALEXANDRE LAURENT;667;3018;2016-02-05;2016-02-05
2017-1376;Léa Frédeval;470;4098;2017-06-30;2017-06-30
2020-219;François VELLE;184;4150;2020-05-21;2020-05-21
2017-1603;Laurent TUEL;734;248;2017-08-24;2017-08-25
2020-239;Renaud Bertrand;320;4215;2020-06-23;2020-06-24
2017-1491;cheyenne carron;19;3453;2017-08-25;2017-08-25
2020-253;Laurent Rochette;52;98;2020-06-23;2020-06-26
2017-1504;cheyenne carron;19;2257;2017-08-11;2017-08-11
2020-259;Louis Garrel;386;4475;2020-06-29;2020-06-30
2017-1505;cheyenne carron;19;636;2017-08-11;2017-08-11
2020-280;Raphael Marriq;690;991;2020-07-01;2020-07-02
2017-1455;Hervé Mimran;811;1250;2017-07-08;2017-07-09
2020-286;AUDREY ESTROUGO;744;1925;2020-07-06;2020-07-06
2017-1303;Rizal Mantovani;219;4180;2017-06-06;2017-06-06
2016-13;NOVEMIE LVOVSKY;189;4014;2016-03-17;2016-03-17
2017-1315;Christopher Mac Quarrie;274;4646;2017-05-09;2017-05-10
2016-36;JEFFREY REINER;761;2300;2016-12-08;2016-12-08
2017-1339;Ken Scott;370;4370;2017-07-21;2017-07-21
2016-43;EMMANUELLE BERCOT;393;4129;2016-02-03;2016-02-05
2017-1349;Ken Scott;370;4294;2017-07-20;2017-07-21
2016-49;ROBIN CAMPILLO;5;4145;2016-07-02;2016-07-02
2017-1680;Jean-Pierre améris;322;143;2017-01-13;2017-01-13
2016-69;LIDIA TERKI;636;3781;2016-02-09;2016-02-09
2017-1704;ZABOU BREITMAN;142;1802;2017-02-08;2017-02-08
2016-81;FRED GARSON;498;3819;2016-04-05;2016-04-05
2017-1709;VICTOR SAINT MACARY;47;4218;2017-02-15;2017-02-16
2016-88;JALIL LESPERT;308;701;2016-02-16;2016-02-17
2017-1715;Sophie Fillières;380;835;2017-02-06;2017-02-06
2016-91;ERICK ZONCA;258;1459;2016-04-20;2016-04-21
2017-1613;Mikhael Hers;44;4469;2017-08-04;2017-08-04
2016-1614;ROBIN CAMPILLO;5;4770;2016-07-02;2016-07-02
2017-1631;MATT BLOOM et RANDALL THORN;253;4144;2017-09-04;2017-09-05
2016-1653;LIDIA TERKI;636;3020;2016-02-13;2016-02-13
2018-56;Steven Conrad;533;4553;2018-01-19;2018-01-20
2020-334;Antoinette Boulat;813;377;2020-08-08;2020-08-09
2018-83;Steven Conrad;533;5321;2018-01-22;2018-01-22
2019-614;;666;4293;2019-06-16;2019-06-16
2018-93;Steven Conrad;533;4481;2018-01-25;2018-01-25
2019-626;Charlotte Schiøler;554;4661;2019-06-14;2019-06-15
2018-123;Paul Lapierre et Juliette Tresanini;558;2483;2018-02-22;2018-02-22
2019-1598;ANNE DE CLERCQ;730;4470;2019-11-20;2019-11-20
2017-1570;Harry Bradbeer;341;853;2017-07-25;2017-07-25
2016-121;EMMANUEL FINKIEL;388;3699;2016-08-16;2016-08-16
2018-30;jean christophe delpias;39;392;2018-01-08;2018-01-08
2016-123;NATHAN SILVER;777;2101;2016-09-06;2016-09-06
2018-34;jean christophe delpias;39;4893;2018-01-18;2018-01-18
2016-126;DAVID MICHOD;856;4786;2016-01-31;2016-01-31
2018-287;Noémie Saglio - Renaud Bertrand;116;4610;2018-03-15;2018-03-15
2016-163;HECTOR CABELLO REYES;804;5378;2016-03-06;2016-03-06
2018-314;Frederic Jardin;229;2014;2018-03-07;2018-03-07
2016-176;ROBIN CAMPILLO;5;540;2016-09-13;2016-09-13
2018-168;David Weill;49;1741;2018-03-02;2018-03-02
2016-183;AGNES OBDIA;448;2625;2016-08-01;2016-08-01
2018-395;Julien Weill;49;775;2018-03-28;2018-03-28
2016-193;DAVID MOREAU;714;3982;2016-04-11;2016-04-11
2018-396;Julien Weill;49;2201;2018-03-26;2018-03-26
2016-1689;ZABOU BREITMAN;131;4450;2016-10-01;2016-10-01
2018-403;ANTHONY MARCIANO;651;5178;2018-04-06;2018-04-07
2016-1711;NADIR MOKNECHE;526;1562;2016-03-29;2016-03-31
2018-412;Amy Sherman-Palladino et Dan Palladino;769;4893;2018-03-27;2018-03-27
2016-1728;YVAN ATTAL;432;1151;2016-12-23;2016-12-23
2018-424;Anthony Marciano;651;3698;2018-03-28;2018-03-28
2016-1746;NOVEMIE LVOVSKY;189;5029;2016-04-16;2016-04-16
2018-433;Noémie Saglio - Renaud Bertrand;116;5373;2018-04-04;2018-04-05
2016-1757;MAXIME GOVARE;338;4497;2016-11-09;2016-11-09
2018-142;SAFY NEBBOU;123;1163;2018-03-09;2018-03-09
2016-1770;MYRIAM AZIZA;725;3197;2016-11-04;2016-11-04
2018-338;Noémie Saglio - Renaud Bertrand;116;706;2018-03-20;2018-03-21
2020-379;Sandrine Kiberlain;829;3984;2020-08-21;2020-08-21
2018-348;François Ozon;34;1028;2018-03-26;2018-03-26
2020-383;Sandrine Kiberlain;829;696;2020-08-19;2020-08-20
2018-363;Anthony Marciano;651;833;2018-03-22;2018-03-23
2020-392;Sandrine Kiberlain;829;4791;2020-08-20;2020-08-21
2018-367;Cathy Verney;842;1444;2018-03-23;2018-03-23
2020-394;Antoinette Boulat;813;3031;2020-08-22;2020-08-23
2018-210;Antoine Garceau et Marc Fitoussi;204;4370;2018-03-05;2018-03-05
2020-398;Gabriel Julien Laférrière;108;80;2020-08-18;2020-08-20
2018-219;Monsieur Mohamed Hamidi;864;2626;2018-02-27;2018-02-28
2020-400;Franck Dubosc;702;649;2020-09-17;2020-09-17
2018-229;Louis Garrel;441;4248;2018-03-01;2018-03-01
2020-439;Audrey Estrougo;744;2947;2020-09-07;2020-09-08
2018-485;Ladislas Chollat;679;3487;2018-04-24;2018-04-25
2019-1612;julien ZIDI;39;2480;2019-11-28;2019-11-28
2018-495;Anthony Marciano;651;4039;2018-04-12;2018-04-12
2019-1624;Azazel Jacobs;264;4057;2019-12-03;2019-12-03
2018-704;LUCIE BORLETEAU;125;1602;2018-06-08;2018-06-09
2018-1315;Leila Sy et Kery James;76;4040;2018-11-06;2018-11-07
2018-707;;842;919;2018-06-05;2018-06-14
2016-233;NAIDRA AYADI;467;4164;2016-11-18;2016-11-18
2018-731;Ladislas Chollat;679;4273;2018-06-08;2018-06-09
2016-264;ALFRED LOT;223;2590;2016-02-16;2016-02-16
2018-318;;204;1690;2018-03-26;2018-03-26
2016-274;OLIVIER MARCHAL;119;3296;2016-11-14;2016-11-14
2018-321;Cong Li;553;665;2018-03-13;2018-03-15
2016-286;CYRIL MENNEGUN;177;3998;2016-05-27;2016-05-27
2018-322;Gilles LEGRAND;477;2120;2018-04-10;2018-04-10
2016-1817;LAURENT PERREAU;381;47;2016-05-09;2016-05-09
2018-561;Cathy Verney;842;4450;2018-04-25;2018-04-26
2016-1822;DOMINIQUE ROCHER;409;1662;2016-11-28;2016-12-01
2018-688;Jean Philippe AMAR;229;2452;2018-06-15;2018-06-15
2016-1866;DOMINIC SAVAGE;765;3888;2016-10-19;2016-10-19
2018-463;VINCENT GIOVANNI;39;951;2018-04-12;2018-04-12
2020-471;Nessim CHIKHAOUI;428;2595;2020-10-02;2020-10-02
2018-1116;Jean Luc Ayach;839;2164;2018-10-01;2018-10-02
2020-473;Franck DUBOSC;702;4137;2020-09-16;2020-09-16
2018-1151;Pascal Lahmani;117;5338;2018-10-17;2018-10-17
2020-482;FABRICE EBOUE;77;3841;2020-09-10;2020-09-12
2018-567;Frédéric HAZAN;575;278;2018-04-20;2018-04-20
2020-489;Nessim CHIKHAOUI;428;2743;2020-10-09;2020-10-09
2018-589;VINCENT JAMAIN;72;361;2018-05-11;2018-05-11
2020-499;Hugo GÉLIN;54;1567;2020-09-25;2020-09-25
2018-590;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;433;758;2018-05-05;2018-05-06
2019-307;Noemie Saglio - Renaud Bertrand;649;4416;2019-03-26;2019-03-30
2018-594;Frédéric HAZAN;575;189;2018-05-09;2018-05-09
2019-78;Bénédicte DELMAS;153;1876;2019-01-22;2019-01-22
2018-596;Frédéric HAZAN;575;3163;2018-05-07;2018-05-07
2019-327;ERIC JUDOR;650;5373;2019-03-27;2019-03-27
2018-959;Stéphane Batut;411;3789;2018-08-22;2018-08-23
2019-332;ERIC JUDOR;650;4117;2019-04-03;2019-04-03
2018-960;Nicolas Herdt;824;1192;2018-08-17;2018-08-17
2016-306;FRED GARSON;498;3869;2016-04-05;2016-04-05
2018-987;Andy Mogel et Jarrad Paul;294;2038;2018-08-28;2018-08-29
2016-310;ADITYA CHOPRA;82;4430;2016-02-26;2016-02-26
2018-1008;Josée DAYAN;678;623;2018-08-29;2018-08-30
2016-314;L. COLBEAU JUSTIN;110;4109;2016-03-14;2016-03-14
2018-1013;Pierre Aknine;620;4403;2018-08-29;2018-08-30
2016-375;FREDERIC JARDIN;229;4702;2016-05-23;2016-05-23
2018-1018;Maïmouna Doucouré;574;2322;2018-08-29;2018-08-29
2016-380;NOVEMIE LVOVSKY;189;3961;2016-03-01;2016-03-04
2018-700;frederic Berthe;588;559;2018-07-04;2018-07-04
2016-385;ADITYA CHOPRA;82;4584;2016-05-27;2016-05-27
2019-147;Roman Polanski;313;3933;2019-02-13;2019-02-15
2016-1929;ERIC DELAVAINE;364;2652;2016-08-08;2016-08-08
2019-404;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;101;726;2019-04-10;2019-04-11
2016-1933;JULIEN HALLARD;493;1563;2016-09-05;2016-09-05
2019-763;Jérémy Minui;69;150;2019-07-17;2019-07-17
2016-1958;NOVEMIE LVOVSKY;189;857;2016-03-21;2016-03-21
2019-773;LEO ZHANG;768;4509;2019-07-08;2019-07-08
2020-549;JULIUS BERG;862;3831;2020-09-23;2020-09-23
2019-774;Sergio Castellitto;807;3652;2019-07-16;2019-07-17
2020-556;Carine Tardieu;500;3634;2020-09-23;2020-09-24
2019-1727;FREDERIC BERTHE;59;5467;2019-12-11;2019-12-11
2020-594;Niels Arden Oplev;700;4136;2020-10-13;2020-10-13
2018-1227;Michel MUNZ  et Gérard BITTON;424;1565;2018-10-08;2018-10-08
2020-596;Niels Arden Oplev;700;4150;2020-10-19;2020-10-19
2019-890;XAVIER GIANNOLI;160;4094;2019-07-22;2019-07-22
2019-1637;Azazel Jacobs;264;5314;2019-12-07;2019-12-07
2019-901;Nine ANTICO;652;3832;2019-08-23;2019-08-23
2019-1671;Tien-Jen HUANG;720;4774;2019-12-04;2019-12-04
2019-782;VLADIMIR DE FONTENAY/MARIE MONGE;838;2459;2019-07-15;2019-07-15
2018-1044;Matt bloom, Ronan Burke;632;4150;2018-09-07;2018-09-07
2019-793;ANTOINE CHEVROLLIER;80;4578;2019-07-01;2019-07-02
2016-410;MARIE GAREL WEISS;392;1760;2016-11-14;2016-11-14
2019-800;Ludovik;462;1538;2019-07-10;2019-07-11
2016-428;GABRIEL AGHION;427;2294;2016-07-22;2016-07-23
2019-1139;Darren Star;222;1178;2019-09-12;2019-09-12
2016-455;TEDDY LUSSI MODESTE;111;132;2016-08-26;2016-08-26
2019-1165;VLADIMIR DE FONTENAY/MARIE MONGE;838;1772;2019-09-20;2019-09-20
2016-491;ADITYA CHOPRA;82;3732;2016-05-08;2016-05-09
2019-1183;Tarek BOUDALI;10;2673;2019-09-25;2019-09-27
2016-497;NICOLAS SILHOL;166;1095;2016-03-09;2016-03-09
2018-1172;Valérie DONZELLI;606;4039;2018-10-08;2018-10-13
2016-2029;NOEMIE SAGLIO;753;862;2016-07-28;2016-07-28
2018-1176;Stanley WOODWARD;851;5283;2018-10-19;2018-10-19
2016-2068;LIU CHUN-CHIEN;521;5332;2016-12-13;2016-12-13
2018-1197;Michel Denisot;789;4367;2018-10-04;2018-10-04
2018-1055;maxime Charden, Laurène Dervieux;723;2772;2018-09-13;2018-09-13
2019-1186;Thierry De Peretti;473;5147;2019-09-18;2019-09-18
2019-375;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;101;2416;2019-04-08;2019-04-09
2019-1210;Ignacio Clemente Mateos;633;2517;2019-09-24;2019-09-24
2019-380;Jan Kounen;582;3297;2019-04-10;2019-04-10
2019-667;Damien Chazelle;764;2862;2019-06-17;2019-06-20
2016-544;ERIC LE ROUX;41;4758;2016-10-13;2016-10-13
2019-999;MARTIN BOURBOULON;218;2605;2019-08-23;2019-08-24
2016-580;GUILLAUME CANET;273;3959;2016-02-26;2016-02-26
2019-1022;Maïwenn;18;4771;2019-08-12;2019-08-12
2016-595;ROBIN CAMPILLO;5;5319;2016-09-12;2016-09-12
2019-1040;Darren Star;222;4467;2019-08-19;2019-08-19
2020-683;Hugo GÉLIN;54;315;2020-10-23;2020-10-24
2019-1249;David Hugonot Petit;586;2023;2019-09-25;2019-09-25
2020-697;Carine Tardieu;500;2375;2020-10-23;2020-10-23
2019-1270;Leila Bouzid;827;3236;2019-10-15;2019-10-15
2020-705;Emily Mortimer;771;4123;2020-10-27;2020-10-27
2019-919;NOEMIE SAGLIO;630;3647;2019-07-23;2019-07-23
2020-736;FRED GARSON;831;748;2020-11-13;2020-11-13
2019-939;Adeline PICAULT;747;2521;2019-08-06;2019-08-13
2020-749;JEROME CORNUAU;267;1535;2020-10-29;2020-10-29
2019-942;Julien Despaux;634;1951;2019-08-28;2019-08-29
2019-1714;Matthieu Longatte;596;148;2019-12-17;2019-12-17
2019-953;Matt BLOOM, Robert BURKE, Ronan BURKE;253;4036;2019-08-27;2019-08-27
2019-1718;XAVIER DURRINGER;398;972;2019-12-05;2019-12-05
2019-38;Arnaud Sélignac;194;2732;2019-01-03;2019-01-03
2018-1073;Didier BIVEL;808;1229;2018-09-20;2018-09-20
2019-69;Arnaud Sélignac;194;1670;2019-01-15;2019-01-15
2016-616;VALERIE LEMERCIER;557;292;2016-04-22;2016-04-22
2019-649;Laurent Lafitte;376;761;2019-06-24;2019-06-24
2016-642;MATHIEU AMALRIC;78;3879;2016-11-28;2016-11-28
2018-1415;Michel MUNZ  et Gérard BITTON;424;4186;2018-11-16;2018-11-17
2016-674;EDOUARD DELUC;272;1886;2016-12-08;2016-12-08
2019-1064;Darren Star;222;2479;2019-08-24;2019-08-24
2016-685;OLIVIER AYACHE VIDAL;284;139;2016-10-14;2016-10-14
2019-1078;Eric Rochant, Jacques Audiard, Anna Novion, Samuel Collardey;433;3816;2019-09-11;2019-09-11
2016-695;ÖZGÜR YILDIZ;199;4953;2016-01-18;2016-01-18
2019-1087;Jérôme Bonnell;628;3663;2019-09-03;2019-09-03
2016-2189;VIRGINE SCSWARTZ;529;3323;2016-11-22;2016-11-22
2019-1337;Darren Star;222;1669;2019-10-12;2019-10-12
2016-2190;MANUEL BOURSINHAC;602;3822;2016-01-06;2016-01-06
2019-1346;Frederic Jardin;229;2998;2019-10-28;2019-10-28
2016-2209;MAXIME GOVARE;338;631;2016-10-05;2016-10-05
2018-1342;Katia LEWKOWICZ;260;1426;2018-11-08;2018-11-08
2016-2224;AMANDA STHERS;543;932;2016-07-25;2016-07-25
2016-759;FABRICE EBOUE;156;3008;2016-11-08;2016-11-09
2016-2225;MICHEL HAZANAVICIUS;457;5382;2016-08-09;2016-08-10
2016-785;LEONOR SERRAILLE;328;583;2016-02-22;2016-02-22
2016-2248;MANUEL BOURSINHAC;602;4875;2016-01-08;2016-01-09
2016-2292;MYRIAM AZIZA;725;2405;2016-10-05;2016-10-05
2016-2252;NICOLAS BEDOS;585;4562;2016-02-03;2016-02-03
2016-2301;FRANCHIN DOM;538;3967;2016-06-13;2016-06-13
2016-2273;MARC FITOUSSI;552;3910;2016-01-06;2016-01-06
2016-2306;FABRICE EBOUE;156;3486;2016-11-30;2016-11-30
2016-2282;CYRIL MENNEGUN;177;2081;2016-05-30;2016-06-01
2016-2308;GABRIEL LAFERRIERE;588;5132;2016-05-13;2016-05-13
2018-1088;Flora LAU;540;1135;2018-09-21;2018-09-21
2016-2317;VALERIE LEMERCIER;557;725;2016-04-27;2016-04-27
2018-1105;Jean Paul SALOME;387;2224;2018-09-20;2018-09-20
2016-2353;LEONOR SERRAILLE;328;2641;2016-02-11;2016-02-11
2016-710;CHANG KEUN CHUN;770;4278;2016-10-21;2016-10-21
2020-906;Didier Le Pêcheurs;684;4982;2020-11-26;2020-11-26
2018-1363;Edouard DELUC;754;3049;2018-11-13;2018-11-13
2016-831;STEPHANE KAZANDJIAN;67;3375;2016-07-20;2016-07-20
2018-1372;ANTOINE GARCEAU;295;3733;2018-11-09;2018-11-09
2016-841;LEA MAZER;594;782;2016-04-15;2016-04-15
2019-715;John WAX, Jean-Pascal ZADI;788;3522;2019-06-24;2019-06-24
2016-845;JEFFREY REINER;761;4171;2016-12-08;2016-12-08
2019-1303;Octave RASPAIL et Nicolas HERDT;610;738;2019-10-22;2019-10-23
2016-849;ARNAUD MALHERBE;127;4643;2016-04-26;2016-04-26
2018-1387;;260;389;2018-11-16;2018-11-16
2016-875;GUILLAUME GALLIENNE;560;1886;2016-10-11;2016-10-11
2018-1410;CHUN CHIEH;118;2610;2018-11-21;2018-11-21
2016-887;ADITYA CHOPRA;82;4106;2016-04-27;2016-04-27
2018-1508;Murielle Magellan;92;983;2018-12-12;2018-12-13
2016-2407;DAVID MICHOD;856;5353;2016-01-31;2016-01-31
2019-414;Noemie Saglio - Renaud Bertrand;649;4098;2019-04-15;2019-04-17
2016-2418;COLOMBE SAVIGNAC;459;327;2016-07-06;2016-07-06
2019-431;Ziad DOUEIRI;114;1038;2019-04-10;2019-04-11
2016-2435;BLANDINE LENOIR;66;3209;2016-04-15;2016-04-15
2019-444;Ludovic Colbeau-Justin;447;3546;2019-04-20;2019-04-20
2016-2452;PHILIPPE PROTEAU;332;5188;2016-07-11;2016-07-11
2019-453;Hervé HADMAR;698;1478;2019-05-03;2019-05-03
2020-919;FRED GARSON;831;528;2020-11-25;2020-11-26
2019-1416;Darren Star;222;4144;2019-10-18;2019-10-18
2020-938;Valérie Urrea et Nathalie Masduraud;283;847;2020-11-29;2020-11-29
2019-1420;Mathias Malzieu;833;3664;2019-10-22;2019-10-23
2020-973;Kilian Riedhof;854;3321;2020-12-09;2020-12-09
2019-1426;David LANZMANN;192;3897;2019-11-06;2019-11-06
2016-945;DOMINIC SAVAGE;765;5336;2016-10-20;2016-10-20
2019-1428;David LANZMANN;192;3904;2019-11-06;2019-11-06
2016-948;DOMINIQUE ROCHER;409;1663;2016-11-28;2016-12-01
2019-1351;Anna Cazanave-Cambet;185;3581;2019-10-15;2019-10-16
2016-952;CEDRIC IDO;426;1910;2016-08-01;2016-08-01
2019-1364;Anna Cazanave-Cambet;185;3075;2019-10-17;2019-10-18
2016-2481;JEANNE HERRY;2;77;2016-09-15;2016-09-15
2018-1447;CHUN CHIEH;118;1230;2018-11-29;2018-11-29
2016-2504;FRED GARSON;498;437;2016-03-22;2016-03-24
2018-1466;Katia LEWKOWICZ;260;3415;2018-11-28;2018-11-28
2016-2506;FRED GARSON;498;4004;2016-04-08;2016-04-08
2019-1095;MARTIN BOURBOULON;218;1566;2019-09-04;2019-09-04
2016-2514;JEFFREY REINER;761;4849;2016-12-06;2016-12-06
2019-1115;Suzanne Lindon;709;2535;2019-09-18;2019-09-20
2016-2523;LISA AZUELOS;175;3927;2016-03-18;2016-03-18
2019-1129;THOMAS BOURGUIGNON;713;1814;2019-09-24;2019-09-24
2016-2544;LAURENT PERREAU;381;3319;2016-05-09;2016-05-09
2019-1372;EMMANUEL MOURET;484;551;2019-10-30;2019-10-30
2016-2567;GUILLAUME GALLIENNE;560;4908;2016-09-07;2016-09-07
2019-1409;Antoine GARCEAU - Marc FITOUSSI;204;843;2019-10-30;2019-10-31
2016-2570;NADIR MOKNECHE;526;3233;2016-04-18;2016-04-18
2018-750;TRISTAN AUROUET THOMAS BIDEGAIN MARC FITOUSSI CYRIL GELBLAT VIANNEY LEBASQUE;728;5182;2018-06-29;2018-06-30
2020-996;Christophe CAMPOS;648;4150;2020-12-03;2020-12-03
2018-760;Etienne Chatiliez;750;1581;2018-07-11;2018-07-11
2020-1017;Christophe CAMPOS;648;3792;2020-12-03;2020-12-03
2018-781;Etienne Chatiliez;750;2098;2018-07-23;2018-07-23
2020-1021;Christophe CAMPOS;648;1268;2020-12-03;2020-12-03
2018-788;Etienne Chatiliez;750;3509;2018-07-23;2018-07-23
2020-1025;Christophe CAMPOS;648;4107;2020-12-03;2020-12-03
2018-1486;Yoann Guillouzouic;646;1360;2018-12-04;2018-12-04
2020-1042;Julien Rambaldi;492;805;2020-12-03;2020-12-03
2018-883;DOMINIK MOLL;215;3329;2018-07-30;2018-07-30
2020-1053;ROBIN SYKES;23;1289;2020-12-14;2020-12-14
2018-1569;Katia LEWKOWICZ;260;3715;2018-12-20;2018-12-20
2020-1054;ROBIN SYKES;23;790;2020-12-17;2020-12-17
2019-166;Ruben Alves;576;2548;2019-02-20;2019-02-20
2020-1059;Claire Denis;248;954;2020-12-07;2020-12-11
2016-1017;FRED GARSON;498;4352;2016-04-15;2016-04-15
2016-1035;OLIVIER MEYS;93;675;2016-09-30;2016-09-30
2016-2642;ARNAUD MALHERBE;127;5167;2016-04-26;2016-04-26
2016-2665;YUKI SAITO;347;5119;2016-03-04;2016-03-04
2016-2667;GILLES BOURDOS;233;3108;2016-03-11;2016-03-12
2016-2668;AUDREY DANA;718;4505;2016-03-18;2016-03-18
2016-1037;TESSA SCHRAM;3;1011;2016-12-01;2016-12-01
2016-1041;MAXIME GOVARE;338;3830;2016-09-21;2016-09-22
2016-1074;ADITYA CHOPRA;82;5066;2016-05-27;2016-05-27
2016-1089;ZABOU BREITMAN;131;4329;2016-10-01;2016-10-01
2016-1099;ANDRE TECHINE;605;3830;2016-09-13;2016-09-13
2016-1104;LISA AZUELOS;175;2085;2016-03-17;2016-03-17
2016-1113;COLOMBE SAVIGNAC;459;1515;2016-06-22;2016-06-24
2016-1120;ARNAULD MERCADIER;169;5303;2016-03-31;2016-03-31
2016-1129;MANUEL BOURSINHAC;602;5325;2016-01-09;2016-01-09
2016-1180;KIM NGUYEN;237;4793;2016-07-19;2016-07-19
2016-1185;FABRICE EBOUE;156;2815;2016-11-10;2016-11-10
2016-2692;AUDREY DANA;718;503;2016-02-23;2016-02-23
2016-2704;EMMANUEL FINKIEL;388;1171;2016-08-29;2016-08-29
2016-2707;FABRICE GOBERT;345;1111;2016-09-27;2016-09-27
2016-2709;DOMINIQUE ROCHER;409;3180;2016-11-07;2016-11-11
2016-2710;BRUNO CHICHE;377;1860;2016-11-08;2016-11-08
2016-2712;NAIDRA AYADI;467;2288;2016-12-02;2016-12-02
2016-2713;NAIDRA AYADI;467;5041;2016-12-09;2016-12-09
2016-2727;EMMANUEL FINKIEL;388;1322;2016-10-20;2016-10-20
2016-2729;VIRGINE SCSWARTZ;529;1328;2016-11-10;2016-11-10
2016-2731;FABRICE EBOUE;156;5426;2016-11-18;2016-11-18
2016-2759;TONIE MARSHALL;609;3345;2016-09-22;2016-09-22
2016-2769;JEANNE HERRY;2;4809;2016-09-05;2016-09-05
2016-1200;NICOLAS BEDOS;585;2556;2016-02-02;2016-02-02
2016-1214;CHANG KEUN CHUN;770;3781;2016-10-21;2016-10-21
2016-1215;FREDERIC MERMOUD;229;878;2016-11-17;2016-11-17
2016-1216;STEPHANE MARELLI;568;4024;2016-11-21;2016-11-21
2016-1220;JALIL LESPERT;308;4876;2016-02-18;2016-02-18
2016-1239;ARNAUD MALHERBE;127;5319;2016-07-02;2016-07-02
2016-1251;JEAN PIERRE AMERIS;322;3237;2016-12-08;2016-12-08
2016-1293;L. COLBEAU JUSTIN;110;931;2016-03-07;2016-03-07
2016-2776;MAHAMAT-SALEH HAROUN;823;1648;2016-11-14;2016-11-14
2016-2797;ARNAUD MALHERBE;127;5087;2016-03-17;2016-03-17
2020-2;Elie Wajeman;812;2880;2020-01-02;2020-01-02
2020-15;Eric Lavaine;817;5368;2020-01-06;2020-01-06
2020-37;Louis LETERRIER;54;4094;2020-01-15;2020-01-15
2016-1316;ARNAUD MALHERBE;127;1902;2016-03-21;2016-03-21
2016-1318;VINCENT PRIMAULT;304;3350;2016-04-02;2016-04-02
2016-1333;TAREK BOUDALI;555;4306;2016-09-12;2016-09-12
2016-1347;DANY BOON;681;5256;2016-05-18;2016-05-18
2016-1371;JALIL LESPERT;308;5158;2016-03-03;2016-03-03
2016-1385;TAREK BOUDALI;555;4290;2016-09-13;2016-09-13
2020-84;IGOR GOTESMAN;242;2117;2020-02-10;2020-02-10
2020-85;IGOR GOTESMAN;242;2117;2020-02-10;2020-02-10
2020-130;ANNE DEPETRINI;83;2675;2020-02-24;2020-02-25
2016-1409;YISHU YANG;623;4502;2016-03-13;2016-03-13
2016-1426;FREDERIC MERMOUD;229;4029;2016-11-21;2016-11-21
2020-137;Matthieu MARES-SAVELLI;665;1020;2020-02-28;2020-03-01
2020-147;Antoine GARCEAU - Marc FITOUSSI;204;1625;2020-02-28;2020-02-28
2020-157;Stephan Kopecky;332;843;2020-03-04;2020-03-04
2020-163;ANNE DEPETRINI;83;4334;2020-03-04;2020-03-04
2020-166;OLIVIER NAKACHE - ERIC TOLEDANO - PIERRE SALVADORI - MATHIEU VADEPIED - NICOLAS PARISIER;227;2024;2020-03-07;2020-03-09
2020-199;IGOR GOTESMAN;242;2374;2020-05-20;2020-05-20
2020-210;IGOR GOTESMAN;242;289;2020-05-20;2020-05-20
2016-1494;AMANDA STHERS;543;2065;2016-07-20;2016-07-20
2016-1500;VIRGINE SCSWARTZ;529;2577;2016-11-21;2016-11-21
2016-1506;MICHEL REILHAC;305;4147;2016-08-10;2016-08-10
2016-1516;DOMINIQUE FARRUGIA;732;3477;2016-07-05;2016-07-05
2016-1520;ARNAUD DESPLESCHIN;491;130;2016-09-06;2016-09-06
2016-1555;NICOLAS SILHOL;166;506;2016-03-02;2016-03-03
2016-1585;ALEXANDRE LAURENT;667;2710;2016-02-01;2016-02-01
2020-215;IGOR GOTESMAN;242;1747;2020-05-20;2020-05-20
2020-240;Renaud Bertrand;320;2091;2020-06-27;2020-06-28
2020-256;Paul-Anthony Mille;480;83;2020-07-18;2020-07-22
2020-283;JULIUS BERG;862;233;2020-07-16;2020-07-21
2016-6;PHILIPPE PROTEAU;332;4028;2016-06-28;2016-06-28
2016-11;ADITYA CHOPRA;82;4819;2016-02-26;2016-02-26
2016-22;CYPRIEN VIAL;221;5214;2016-07-22;2016-07-22
2016-23;PHILIPPE GARREL;351;3908;2016-07-24;2016-07-24
2016-33;JEANNE HERRY;2;4927;2016-09-30;2016-09-30
2016-38;FRED GARSON;498;5014;2016-03-21;2016-03-21
2016-72;BLANDINE LENOIR;66;1029;2016-04-11;2016-04-11
2016-84;FREDERIC JARDIN;229;2051;2016-07-21;2016-07-21
2016-90;ETIENNE COMAR;205;3161;2016-03-01;2016-03-01
